Representative,Party,District,Score,Year,Lifetime Score
"Kildee, Dale E.",D,MI-09,0.92,1995,0.89
"Bonior, David E.",D,MI-10,0.85,1995,0.84
"Knollenberg, Joseph K.",R,MI-11,0.0,1995,0.09
"Levin, Sander M.",D,MI-12,1.0,1995,0.92
"Rivers, Lynn",D,MI-13,1.0,1995,0.9
"Conyers, John",D,MI-14,0.92,1995,0.82
"Collins, Barbara-Rose",D,MI-15,0.62,1995,0.72
"Dingell, John D.",D,MI-16,1.0,1995,0.75
"Wellstone, Paul David",D,MN,1.0,1995,0.96
"Grams, Rod",R,MN,0.0,1995,0.09
"Gutknecht, Gilbert W.",R,MN-01,0.0,1995,0.12
"Minge, David",D,MN-02,0.62,1995,0.68
"Ramstad, James M.",R,MN-03,0.77,1995,0.67
"Vento, Bruce F.",D,MN-04,0.92,1995,0.85
"Sabo, Martin Olav",D,MN-05,0.92,1995,0.83
"Luther, William",D,MN-06,1.0,1995,0.93
"Peterson, Collin C.",D,MN-07,0.15,1995,0.33
"Oberstar, James L.",D,MN-08,0.77,1995,0.74
"Lott, Trent",R,MS,0.0,1995,0.09
"Cochran, Thad",R,MS,0.0,1995,0.09
"Wicker, Roger F.",R,MS-01,0.0,1995,0.05
"Thompson, Bennie G.",D,MS-02,1.0,1995,0.82
"Montgomery, Gillespie V.",D,MS-03,0.08,1995,0.15
"Parker, Michael",R,MS-04,0.0,1995,0.15
"Taylor, Gene",D,MS-05,0.54,1995,0.44
"Bond, Christopher S.",R,MO,0.0,1995,0.07
"Ashcroft, John",R,MO,0.0,1995,0.05
"Clay, William Lacy",D,MO-01,1.0,1995,0.76
"Talent, James M.",R,MO-02,0.08,1995,0.15
"Gephardt, Richard Andrew",D,MO-03,0.77,1995,0.64
"Skelton, Ike",D,MO-04,0.23,1995,0.44
"McCarthy, Karen",D,MO-05,0.92,1995,0.88
"Danner, Pat",D,MO-06,0.15,1995,0.31
"Hancock, Melton D.",R,MO-07,0.08,1995,0.12
"Emerson, Norvell William",R,MO-08,0.0,1995,0.08
"Volkmer, Harold Lee",D,MO-09,0.15,1995,0.42
"Burns, Conrad",R,MT,0.0,1995,0.05
"Baucus, Max S.",D,MT,0.86,1995,0.69
"Williams, John Patrick",D,MT-01,0.85,1995,0.66
"Kerrey, Bob",D,NE,0.79,1995,0.74
"Exon, J. James",D,NE,0.86,1995,0.52
"Bereuter, Douglas K.",R,NE-01,0.46,1995,0.34
"Christensen, Jon Lynn",R,NE-02,0.0,1995,0.15
"Barrett, Bill",R,NE-03,0.0,1995,0.06
"Reid, Harry",D,NV,0.93,1995,0.82
"Bryan, Richard H.",D,NV,0.93,1995,0.79
"Ensign, John Eric",R,NV-01,0.15,1995,0.26
"Vucanovich, Barbara Farrell",R,NV-02,0.08,1995,0.09
"Smith, Bob",R,NH,0.07,1995,0.32
"Gregg, Judd A.",R,NH,0.21,1995,0.42
"Zeliff, William H.",R,NH-01,0.08,1995,0.15
"Bass, Charles",R,NH-02,0.38,1995,0.47
"Lautenberg, Frank R.",D,NJ,1.0,1995,0.93
"Bradley, William Warren",D,NJ,0.79,1995,0.84
"Andrews, Robert E.",D,NJ-01,0.85,1995,0.91
"LoBiondo, Frank A.",R,NJ-02,0.54,1995,0.56
"Saxton, H. James",R,NJ-03,0.38,1995,0.62
"Smith, Christopher H.",R,NJ-04,0.54,1995,0.61
"Roukema, Marge",R,NJ-05,0.69,1995,0.63
"Pallone, Frank J.",D,NJ-06,1.0,1995,0.96
"Franks, Bob",R,NJ-07,0.38,1995,0.62
"Martini, William J.",R,NJ-08,0.69,1995,0.81
"Torricelli, Robert",D,NJ-09,1.0,1995,0.79
"Payne, Donald M.",D,NJ-10,1.0,1995,0.89
"Frelinghuysen, Rodney P.",R,NJ-11,0.46,1995,0.3
"Zimmer, Richard",R,NJ-12,0.85,1995,0.79
"Menendez, Robert",D,NJ-13,0.92,1995,0.95
"Domenici, Pete V.",R,NM,0.07,1995,0.14
"Bingaman, Jeff",D,NM,0.86,1995,0.74
"Schiff, Steven Harvey",R,NM-01,0.31,1995,0.22
"Skeen, Joseph",R,NM-02,0.0,1995,0.08
"Richardson, William Blaine",D,NM-03,0.92,1995,0.81
"D'Amato, Alfonse Marcello",R,NY,0.07,1995,0.31
"Moynihan, Daniel Patrick",D,NY,1.0,1995,0.77
"Forbes, Michael P.",R,NY-01,0.54,1995,0.71
"Lazio, Rick A.",R,NY-02,0.77,1995,0.65
"King, Peter T.",R,NY-03,0.0,1995,0.18
"Frisa, Dan",R,NY-04,0.08,1995,0.08
"Ackerman, Gary L.",D,NY-05,0.92,1995,0.87
"Flake, Floyd Harold",D,NY-06,0.92,1995,0.73
"Manton, Thomas J.",D,NY-07,0.92,1995,0.64
"Nadler, Jerrold L.",D,NY-08,1.0,1995,0.97
"Schumer, Chuck",D,NY-09,1.0,1995,0.92
"Towns, Edolphus",D,NY-10,0.92,1995,0.81
"Owens, Major R.",D,NY-11,1.0,1995,0.88
"Velazquez, Nydia",D,NY-12,0.92,1995,0.94
"Molinari, Susan",R,NY-13,0.08,1995,0.37
"Maloney, Carolyn B.",D,NY-14,1.0,1995,0.96
"Rangel, Charles",D,NY-15,0.69,1995,0.83
"Serrano, Jose",D,NY-16,0.92,1995,0.93
"Engel, Eliot L.",D,NY-17,1.0,1995,0.93
"Lowey, Nita M.",D,NY-18,1.0,1995,0.94
"Kelly, Sue W.",R,NY-19,0.54,1995,0.68
"Gilman, Benjamin",R,NY-20,0.69,1995,0.73
"McNulty, Michael R.",D,NY-21,0.54,1995,0.82
"Solomon, Gerald Brooks Hunt",R,NY-22,0.08,1995,0.24
"Boehlert, Sherwood L.",R,NY-23,0.92,1995,0.78
"McHugh, John M.",R,NY-24,0.08,1995,0.26
"Walsh, James T.",R,NY-25,0.08,1995,0.39
"Hinchey, Maurice D.",D,NY-26,1.0,1995,0.93
"Paxon, L. William",R,NY-27,0.0,1995,0.16
"Slaughter, Louise",D,NY-28,1.0,1995,0.91
"LaFalce, John J.",D,NY-29,0.85,1995,0.73
"Quinn, Jack",R,NY-30,0.31,1995,0.33
"Houghton, Amory",R,NY-31,0.31,1995,0.28
"Helms, Jesse",R,NC,0.0,1995,0.1
"Faircloth, Duncan McLauchlin",R,NC,0.0,1995,0.08
"Clayton, Eva",D,NC-01,1.0,1995,0.82
"Funderburk, David",R,NC-02,0.08,1995,0.08
"Jones, Jr., Walter",R,NC-03,0.0,1995,0.22
"Heineman, Fred",R,NC-04,0.0,1995,0.08
"Burr, Richard M.",R,NC-05,0.08,1995,0.09
"Coble, Howard",R,NC-06,0.08,1995,0.11
"Rose, Charles Grandison",D,NC-07,0.38,1995,0.45
"Hefner, Willie Gathrel",D,NC-08,0.38,1995,0.44
"Myrick, Sue W.",R,NC-09,0.0,1995,0.06
"Ballenger, Cass",R,NC-10,0.0,1995,0.09
"Taylor, Charles H.",R,NC-11,0.0,1995,0.05
"Watt, Mel",D,NC-12,1.0,1995,0.92
"Dorgan, Byron L.",D,ND,0.93,1995,0.64
"Conrad, Kent",D,ND,0.79,1995,0.59
"Pomeroy, Earl",D,ND-AL,0.69,1995,0.6
"DeWine, Michael",R,OH,0.07,1995,0.32
"Glenn, John Herschel",D,OH,1.0,1995,0.64
"Chabot, Steve",R,OH-01,0.08,1995,0.11
"Portman, Rob",R,OH-02,0.23,1995,0.2
"Hall, Tony P.",D,OH-03,0.77,1995,0.71
"Oxley, Michael G.",R,OH-04,0.0,1995,0.11
"Gillmor, Paul E.",R,OH-05,0.23,1995,0.22
"Cremeans, Frank",R,OH-06,0.0,1995,0.04
"Hobson, David Lee",R,OH-07,0.15,1995,0.16
"Boehner, John",R,OH-08,0.0,1995,0.02
"Kaptur, Marcy",D,OH-09,0.92,1995,0.83
"Hoke, Martin R.",R,OH-10,0.08,1995,0.19
"Stokes, Louis",D,OH-11,0.85,1995,0.77
"Kasich, John R.",R,OH-12,0.08,1995,0.27
"Brown, Sherrod C.",D,OH-13,0.85,1995,0.94
"Sawyer, Thomas C.",D,OH-14,1.0,1995,0.83
"Pryce, Deborah D.",R,OH-15,0.15,1995,0.18
"Regula, Ralph",R,OH-16,0.23,1995,0.3
"Traficant, James A.",D,OH-17,0.15,1995,0.36
"Ney, Robert William",R,OH-18,0.08,1995,0.12
"LaTourette, Steve",R,OH-19,0.23,1995,0.25
"Nickles, Don",R,OK,0.07,1995,0.09
"Inhofe, James M.",R,OK,0.07,1995,0.05
"Largent, Steve",R,OK-01,0.0,1995,0.1
"Coburn, Tom",R,OK-02,0.08,1995,0.09
"Brewster, William K.",D,OK-03,0.15,1995,0.28
"Watts, J.C.",R,OK-04,0.08,1995,0.03
"Istook, Ernest J.",R,OK-05,0.0,1995,0.07
"Lucas, Frank D.",R,OK-06,0.0,1995,0.05
"Hatfield, Mark Odom",R,OR,0.07,1995,0.43
"Packwood, Robert William",R,OR,0.0,1995,0.48
"Furse, Elizabeth",D,OR-01,1.0,1995,0.91
"Cooley, Wes",R,OR-02,0.0,1995,0.12
"Wyden, Ron",D,OR-03,1.0,1995,0.91
"DeFazio, Peter A.",D,OR-04,1.0,1995,0.92
"Bunn, Jim",R,OR-05,0.0,1995,0.12
"Santorum, Richard J.",R,PA,0.0,1995,0.1
"Specter, Arlen",D,PA,0.5,1995,0.46
"Foglietta, Thomas Michael",D,PA-01,1.0,1995,0.75
"Fattah, Chaka",D,PA-02,1.0,1995,0.87
"Borski, Robert A.",D,PA-03,0.92,1995,0.75
"Klink, Ron",D,PA-04,0.62,1995,0.56
"Clinger, William Floyd",R,PA-05,0.08,1995,0.29
"Holden, Tim",D,PA-06,0.38,1995,0.55
"Weldon, W. Curtis",R,PA-07,0.54,1995,0.47
"Greenwood, James C.",R,PA-08,0.77,1995,0.55
"Shuster, Bill",R,PA-09,0.0,1995,0.13
"McDade, Joseph Michael",R,PA-10,0.0,1995,0.44
"Kanjorski, Paul E.",D,PA-11,0.85,1995,0.72
"Murtha, John P.",D,PA-12,0.69,1995,0.46
"Fox, Jon D.",R,PA-13,0.54,1995,0.6
"Coyne, William J.",D,PA-14,0.92,1995,0.78
"McHale, Paul F.",D,PA-15,0.85,1995,0.83
"Walker, Robert Smith",R,PA-16,0.0,1995,0.28
"Gekas, George W.",R,PA-17,0.0,1995,0.17
"Doyle, Mike",D,PA-18,0.38,1995,0.79
"Goodling, William F.",R,PA-19,0.15,1995,0.3
"Mascara, Frank",D,PA-20,0.54,1995,0.52
"English, Philip",R,PA-21,0.31,1995,0.28
"Pell, Claiborne de Borda",D,RI,0.86,1995,0.8
"Chafee, John Hubbard",R,RI,0.57,1995,0.7
"Kennedy, Patrick Joseph",D,RI-01,1.0,1995,0.89
"Reed, Jack",D,RI-02,1.0,1995,0.97
"Thurmond, J. Strom",R,SC,0.0,1995,0.1
"Hollings, Ernest F.",D,SC,0.86,1995,0.57
"Sanford, Mark",R,SC-01,0.62,1995,0.28
"Spence, Floyd",R,SC-02,0.08,1995,0.19
"Graham, Lindsey O.",R,SC-03,0.0,1995,0.13
"Inglis, Bob",R,SC-04,0.0,1995,0.26
"Spratt, John McKee",D,SC-05,0.77,1995,0.79
"Clyburn, James E.",D,SC-06,1.0,1995,0.85
"Daschle, Thomas A.",D,SD,1.0,1995,0.66
"Pressler, Larry Lee",R,SD,0.0,1995,0.31
"Johnson, Tim P.",D,SD-AL,0.54,1995,0.73
"Thompson, Fred",R,TN,0.07,1995,0.12
"Frist, William H.",R,TN,0.0,1995,0.07
"Quillen, James Henry",R,TN-01,0.0,1995,0.14
"Duncan, Jr., John J.",R,TN-02,0.0,1995,0.09
"Wamp, Zach",R,TN-03,0.08,1995,0.11
"Hilleary, Van",R,TN-04,0.08,1995,0.08
"Clement, Robert",D,TN-05,0.62,1995,0.57
"Gordon, Barton Jennings",D,TN-06,0.54,1995,0.67
"Bryant, Ed",R,TN-07,0.0,1995,0.04
"Tanner, John S.",D,TN-08,0.31,1995,0.44
"Ford, Harold E.",D,TN-09,0.77,1995,0.63
"Gramm, Phil",R,TX,0.07,1995,0.09
"Hutchison, Kay Bailey",R,TX,0.0,1995,0.06
"Chapman, Jim",D,TX-01,0.31,1995,0.31
"Wilson, Charles",D,TX-02,0.23,1995,0.33
"Johnson, Sam",R,TX-03,0.0,1995,0.03
"Hall, Ralph",R,TX-04,0.0,1995,0.11
"Bryant, John Wiley",D,TX-05,0.85,1995,0.72
"Barton, Joe",R,TX-06,0.0,1995,0.06
"Archer, Bill",R,TX-07,0.0,1995,0.2
"Fields, Jack Milton",R,TX-08,0.0,1995,0.13
"Stockman, Steve",R,TX-09,0.0,1995,0.03
"Doggett, Lloyd A.",D,TX-10,1.0,1995,0.97
"Edwards, Chet",D,TX-11,0.31,1995,0.43
"Geren, Preston M.",D,TX-12,0.31,1995,0.24
"Thornberry, Mac",R,TX-13,0.0,1995,0.02
"Laughlin, Gregory H.",D,TX-14,0.0,1995,0.18
"de la Garza, Eligio",D,TX-15,0.31,1995,0.32
"Coleman, Ronald D'Emory",D,TX-16,1.0,1995,0.66
"Stenholm, Charles W.",D,TX-17,0.15,1995,0.14
"Jackson Lee, Sheila",D,TX-18,1.0,1995,0.82
"Combest, Larry",R,TX-19,0.0,1995,0.07
"Gonzalez, Henry Barbosa",D,TX-20,0.69,1995,0.53
"Smith, Lamar S.",R,TX-21,0.0,1995,0.06
"DeLay, Tom",R,TX-22,0.0,1995,0.06
"Bonilla, Henry",R,TX-23,0.0,1995,0.04
"Frost, Martin",D,TX-24,0.69,1995,0.55
"Bentsen, Ken",D,TX-25,0.77,1995,0.64
"Armey, Dick",R,TX-26,0.0,1995,0.1
"Ortiz, Solomon P.",D,TX-27,0.15,1995,0.42
"Tejeda, Frank Mariano",D,TX-28,0.23,1995,0.4
"Green, Gene",D,TX-29,0.62,1995,0.67
"Johnson, Eddie Bernice",D,TX-30,1.0,1995,0.86
"Bennett, Bob",R,UT,0.0,1995,0.06
"Hatch, Orrin G.",R,UT,0.0,1995,0.09
"Hansen, James V.",R,UT-01,0.0,1995,0.08
"Waldholtz, Enid Greene",R,UT-02,0.08,1995,0.08
"Orton, William",D,UT-03,0.31,1995,0.23
"Leahy, Patrick J.",D,VT,1.0,1995,0.94
"Jeffords, James M.",I,VT,0.64,1995,0.78
"Sanders, Bernie",I,VT-AL,1.0,1995,0.91
"Robb, Charles S.",D,VA,1.0,1995,0.76
"Warner, John W.",R,VA,0.07,1995,0.22
"Bateman, Herbert H.",R,VA-01,0.0,1995,0.12
"Pickett, Owen B.",D,VA-02,0.15,1995,0.27
"Scott, Robert C.",D,VA-03,0.92,1995,0.91
"Sisisky, Norman",D,VA-04,0.15,1995,0.33
"Payne, Lewis Franklin",D,VA-05,0.46,1995,0.56
"Goodlatte, Bob",R,VA-06,0.15,1995,0.06
"Bliley, Tom",R,VA-07,0.0,1995,0.11
"Moran, James P.",D,VA-08,0.77,1995,0.88
"Boucher, Rick",D,VA-09,0.92,1995,0.68
"Wolf, Frank",R,VA-10,0.38,1995,0.26
"Davis, Thomas M.",R,VA-11,0.38,1995,0.4
"Gorton, T. Slade",R,WA,0.0,1995,0.25
"Murray, Patty",D,WA,1.0,1995,0.91
"White, Richard Alan",R,WA-01,0.31,1995,0.29
"Metcalf, Jack",R,WA-02,0.15,1995,0.24
"Smith, Linda",R,WA-03,0.0,1995,0.16
"Hastings, Doc",R,WA-04,0.0,1995,0.03
"Nethercutt, George R.",R,WA-05,0.0,1995,0.06
"Dicks, Norm",D,WA-06,0.85,1995,0.71
"McDermott, Jim",D,WA-07,0.92,1995,0.92
"Dunn, Jennifer B.",R,WA-08,0.08,1995,0.13
"Tate, Randy J.",R,WA-09,0.0,1995,0.12
"Rockefeller, John D.",D,WV,1.0,1995,0.82
"Byrd, Robert C.",D,WV,0.86,1995,0.54
"Mollohan, Alan B.",D,WV-01,0.08,1995,0.47
"Wise, Robert E.",D,WV-02,1.0,1995,0.65
"Rahall, Nick",D,WV-03,0.85,1995,0.62
"Kohl, Herb H.",D,WI,1.0,1995,0.84
"Feingold, Russell D.",D,WI,1.0,1995,0.95
"Neumann, Mark W.",R,WI-01,0.08,1995,0.29
"Klug, Scott L.",R,WI-02,0.62,1995,0.62
"Gunderson, Steven Craig",R,WI-03,0.31,1995,0.36
"Kleczka, Gerald D.",D,WI-04,0.77,1995,0.82
"Barrett, Thomas M.",D,WI-05,0.92,1995,0.95
"Petri, Tom",R,WI-06,0.31,1995,0.4
"Obey, David Ross",D,WI-07,0.69,1995,0.85
"Roth, Toby A.",R,WI-08,0.08,1995,0.31
"Sensenbrenner, James F.",R,WI-09,0.31,1995,0.24
"Thomas, Craig",R,WY,0.14,1995,0.04
"Simpson, Alan Kooi",R,WY,0.14,1995,0.19
"Cubin, Barbara L.",R,WY-AL,0.0,1995,0.02
"Shelby, Richard C.",R,AL,0.08,1994,0.13
"Heflin, Howell Thomas",D,AL,0.31,1994,0.2
"Callahan, H. L.",R,AL-01,0.04,1994,0.06
"Everett, Terry",R,AL-02,0.0,1994,0.06
"Browder, John Glen",D,AL-03,0.42,1994,0.45
"Bevill, Tom",D,AL-04,0.54,1994,0.31
"Cramer, Robert E.",D,AL-05,0.46,1994,0.41
"Bachus, Spencer",R,AL-06,0.04,1994,0.08
"Hilliard, Earl F.",D,AL-07,0.62,1994,0.6
"Stevens, Ted F.",R,AK,0.08,1994,0.14
"Murkowski, Frank H.",R,AK,0.0,1994,0.09
"Young, Don",R,AK-AL,0.0,1994,0.08
"McCain, John",R,AZ,0.15,1994,0.2
"DeConcini, Dennis Webster",D,AZ,0.69,1994,0.44
"Coppersmith, Samuel G.",D,AZ-01,0.85,1994,0.87
"Pastor, Ed",D,AZ-02,0.73,1994,0.83
"Stump, Robert",R,AZ-03,0.04,1994,0.05
"Kyl, Jon",R,AZ-04,0.04,1994,0.08
"Kolbe, James T.",R,AZ-05,0.04,1994,0.17
"English, Karan",D,AZ-06,0.73,1994,0.72
"Bumpers, Dale",D,AR,0.77,1994,0.69
"Pryor, David Hampton",D,AR,0.69,1994,0.54
"Lincoln, Blanche Lambert",D,AR-01,0.58,1994,0.49
"Thornton, Raymond Hoyt",D,AR-02,0.58,1994,0.39
"Hutchinson, Tim",R,AR-03,0.12,1994,0.09
"Dickey, Jay",R,AR-04,0.12,1994,0.14
"Boxer, Barbara",D,CA,1.0,1994,0.91
"Feinstein, Dianne",D,CA,0.77,1994,0.9
"Hamburg, Daniel",D,CA-01,0.92,1994,0.91
"Herger, Wally",R,CA-02,0.04,1994,0.03
"Fazio, Victor Herbert",D,CA-03,0.62,1994,0.64
"Doolittle, John T.",R,CA-04,0.04,1994,0.04
"Matsui, Robert T.",D,CA-05,0.81,1994,0.83
"Woolsey, Lynn C.",D,CA-06,0.96,1994,0.97
"Miller, George",D,CA-07,0.92,1994,0.88
"Pelosi, Nancy",D,CA-08,0.92,1994,0.94
"Dellums, Ronald Vernie",D,CA-09,0.96,1994,0.92
"Baker, William P.",R,CA-10,0.08,1994,0.13
"Pombo, Richard W.",R,CA-11,0.08,1994,0.07
"Lantos, Tom",D,CA-12,0.92,1994,0.86
"Stark, Pete",D,CA-13,0.96,1994,0.89
"Eshoo, Anna G.",D,CA-14,0.96,1994,0.97
"Mineta, Norman Yoshio",D,CA-15,0.85,1994,0.75
"Edwards, William Donlon",D,CA-16,0.92,1994,0.91
"Farr, Sam",D,CA-17,1.0,1994,0.95
"Condit, Gary",D,CA-18,0.19,1994,0.41
"Lehman, Richard Henry",D,CA-19,0.35,1994,0.55
"Dooley, Calvin M.",D,CA-20,0.27,1994,0.44
"Thomas, William M.",R,CA-21,0.04,1994,0.12
"Huffington, Michael",R,CA-22,0.19,1994,0.26
"Gallegly, Elton W.",R,CA-23,0.08,1994,0.11
"Beilenson, Anthony Charles",D,CA-24,0.92,1994,0.89
"McKeon, Buck P.",R,CA-25,0.04,1994,0.07
"Berman, Howard L.",D,CA-26,0.96,1994,0.88
"Moorhead, Carlos John",R,CA-27,0.04,1994,0.2
"Dreier, David T.",R,CA-28,0.04,1994,0.14
"Waxman, Henry A.",D,CA-29,1.0,1994,0.92
"Becerra, Xavier",D,CA-30,0.88,1994,0.91
"Martinez, Matthew G.",D,CA-31,0.65,1994,0.62
"Dixon, Julian C.",D,CA-32,0.81,1994,0.75
"Roybal-Allard, Lucille",D,CA-33,1.0,1994,0.95
"Torres, Esteban Edward",D,CA-34,0.81,1994,0.83
"Waters, Maxine",D,CA-35,0.88,1994,0.91
"Harman, Jane",D,CA-36,0.58,1994,0.8
"Tucker, Walter R.",D,CA-37,0.69,1994,0.64
"Horn, Stephen",R,CA-38,0.31,1994,0.52
"Royce, Ed",R,CA-39,0.12,1994,0.11
"Lewis, Jerry",R,CA-40,0.04,1994,0.12
"Kim, Jay",R,CA-41,0.08,1994,0.16
"Brown, George E.",D,CA-42,0.69,1994,0.75
"Calvert, Ken S.",R,CA-43,0.04,1994,0.07
"McCandless, Alfred A.",R,CA-44,0.08,1994,0.14
"Rohrabacher, Dana T.",R,CA-45,0.08,1994,0.1
"Dornan, Robert Kenneth",R,CA-46,0.04,1994,0.14
"Cox, C. Christopher",R,CA-47,0.12,1994,0.16
"Packard, Ron",R,CA-48,0.08,1994,0.08
"Schenk, Lynn",D,CA-49,0.77,1994,0.78
"Filner, Bob",D,CA-50,0.96,1994,0.86
"Cunningham, Randy ""Duke""",R,CA-51,0.08,1994,0.1
"Hunter, Duncan L.",R,CA-52,0.04,1994,0.09
"Campbell, Ben Nighthorse",R,CO,0.62,1994,0.27
"Brown, George Hanks",R,CO,0.08,1994,0.26
"Schroeder, Patricia Scott",D,CO-01,0.96,1994,0.86
"Skaggs, David Evans",D,CO-02,0.92,1994,0.84
"McInnis, Scott",R,CO-03,0.12,1994,0.15
"Allard, Wayne A.",R,CO-04,0.23,1994,0.09
"Hefley, Joel",R,CO-05,0.12,1994,0.14
"Schaefer, Daniel",R,CO-06,0.04,1994,0.09
"Lieberman, Joe",I,CT,0.77,1994,0.88
"Dodd, Christopher J.",D,CT,0.69,1994,0.78
"Kennelly, Barbara Bailey",D,CT-01,0.92,1994,0.87
"Gejdenson, Sam",D,CT-02,0.85,1994,0.85
"DeLauro, Rosa L.",D,CT-03,0.92,1994,0.95
"Shays, Christopher H.",R,CT-04,0.85,1994,0.9
"Franks, Gary A.",R,CT-05,0.65,1994,0.46
"Johnson, Nancy",R,CT-06,0.38,1994,0.61
"Roth, William V.",R,DE,0.69,1994,0.56
"Biden, Joe",D,DE,0.85,1994,0.83
"Castle, Mike",R,DE-AL,0.27,1994,0.65
"Graham, Bob",D,FL,0.92,1994,0.81
"Mack, Connie",R,FL,0.08,1994,0.17
"Hutto, Earl Dewitt",D,FL-01,0.23,1994,0.32
"Peterson, Douglas Brian",D,FL-02,0.54,1994,0.49
"Brown, Corrine",D,FL-03,0.85,1994,0.87
"Fowler, Tillie K.",R,FL-04,0.08,1994,0.17
"Thurman, Karen",D,FL-05,0.5,1994,0.61
"Stearns, Cliff",R,FL-06,0.15,1994,0.16
"Mica, John L.",R,FL-07,0.0,1994,0.06
"McCollum, Bill",R,FL-08,0.12,1994,0.26
"Bilirakis, Michael",R,FL-09,0.12,1994,0.28
"Young, C.W. Bill",R,FL-10,0.15,1994,0.28
"Gibbons, Sam Melville",D,FL-11,0.73,1994,0.58
"Canady, Charles T.",R,FL-12,0.08,1994,0.11
"Miller, Dan",R,FL-13,0.19,1994,0.32
"Goss, Porter J.",R,FL-14,0.31,1994,0.37
"Bacchus, James",D,FL-15,0.85,1994,0.81
"Lewis, Thomas F.",R,FL-16,0.12,1994,0.25
"Meek, Carrie",D,FL-17,0.69,1994,0.76
"Ros-Lehtinen, Ileana",R,FL-18,0.77,1994,0.34
"Johnston, Harry A.",D,FL-19,0.88,1994,0.88
"Deutsch, Peter",D,FL-20,1.0,1994,0.91
"Diaz-Balart, Lincoln",R,FL-21,0.5,1994,0.28
"Shaw, Clay",R,FL-22,0.27,1994,0.29
"Hastings, Alcee L.",D,FL-23,0.69,1994,0.84
"Nunn, Samuel Augustus",D,GA,0.46,1994,0.48
"Coverdell, Paul D.",R,GA,0.08,1994,0.05
"Kingston, Jack",R,GA-01,0.12,1994,0.09
"Bishop, Sanford D.",D,GA-02,0.5,1994,0.53
"Collins, Michael Allen",R,GA-03,0.12,1994,0.11
"Linder, John",R,GA-04,0.08,1994,0.08
"Lewis, John R.",D,GA-05,1.0,1994,0.92
"Gingrich, Newton Leroy",R,GA-06,0.0,1994,0.27
"Darden, George",D,GA-07,0.5,1994,0.52
"Rowland, James Roy",D,GA-08,0.27,1994,0.45
"Deal, Nathan",R,GA-09,0.42,1994,0.15
"Johnson, Clete Donald",D,GA-10,0.54,1994,0.59
"McKinney, Cynthia",D,GA-11,0.96,1994,0.93
"Inouye, Daniel K.",D,HI,0.69,1994,0.57
"Akaka, Daniel",D,HI,0.62,1994,0.71
"Abercrombie, Neil",D,HI-01,0.92,1994,0.83
"Mink, Patsy Takemoto",D,HI-02,0.92,1994,0.86
"Kempthorne, Dirk",R,ID,0.0,1994,0.01
"Craig, Larry E.",R,ID,0.0,1994,0.08
"LaRocco, Larry",D,ID-01,0.46,1994,0.52
"Crapo, Michael D.",R,ID-02,0.0,1994,0.06
"Moseley Braun, Carol",D,IL,0.77,1994,0.8
"Simon, Paul Martin",D,IL,0.77,1994,0.72
"Rush, Bobby L.",D,IL-01,0.85,1994,0.8
"Reynolds, Mel",D,IL-02,0.62,1994,0.67
"Lipinski, William O.",D,IL-03,0.46,1994,0.57
"Gutierrez, Luis V.",D,IL-04,0.85,1994,0.91
"Rostenkowski, Daniel David",D,IL-05,0.69,1994,0.46
"Hyde, Henry",R,IL-06,0.08,1994,0.19
"Collins, Cardiss",D,IL-07,0.77,1994,0.69
"Crane, Philip M.",R,IL-08,0.04,1994,0.13
"Yates, Sidney Richard",D,IL-09,0.88,1994,0.84
"Porter, John Edward",R,IL-10,0.81,1994,0.63
"Sangmeister, George Edward",D,IL-11,0.65,1994,0.7
"Costello, Jerry F.",D,IL-12,0.54,1994,0.63
"Fawell, Harris W.",R,IL-13,0.46,1994,0.53
"Hastert, Dennis",R,IL-14,0.08,1994,0.11
"Ewing, Thomas W.",R,IL-15,0.04,1994,0.14
"Manzullo, Donald A.",R,IL-16,0.04,1994,0.09
"Evans, Lane A.",D,IL-17,0.96,1994,0.9
"Michel, Robert Henry",R,IL-18,0.08,1994,0.15
"Poshard, Glenn",D,IL-19,0.38,1994,0.55
"Durbin, Dick",D,IL-20,0.73,1994,0.88
"Lugar, Richard G.",R,IN,0.31,1994,0.24
"Coats, Dan",R,IN,0.08,1994,0.22
"Visclosky, Peter J.",D,IN-01,0.81,1994,0.83
"Sharp, Philip Riley",D,IN-02,0.85,1994,0.76
"Roemer, Timothy",D,IN-03,0.73,1994,0.64
"Long Thompson, Jill",D,IN-04,0.65,1994,0.63
"Buyer, Stephen E.",R,IN-05,0.12,1994,0.07
"Burton, Dan L.",R,IN-06,0.04,1994,0.07
"Myers, John Thomas",R,IN-07,0.15,1994,0.11
"McCloskey, Francis Xavier",D,IN-08,0.81,1994,0.72
"Hamilton, Lee Herbert",D,IN-09,0.65,1994,0.68
"Jacobs, Andrew",D,IN-10,0.73,1994,0.74
"Grassley, Chuck E.",R,IA,0.23,1994,0.18
"Harkin, Tom",D,IA,0.92,1994,0.83
"Leach, James A.",R,IA-01,0.35,1994,0.61
"Nussle, James Allen",R,IA-02,0.19,1994,0.12
"Lightfoot, James Ross",R,IA-03,0.04,1994,0.09
"Smith, Neal Edward",D,IA-04,0.42,1994,0.46
"Grandy, Frederick Lawrence",R,IA-05,0.23,1994,0.2
"Dole, Robert Joseph",R,KS,0.0,1994,0.19
"Kassebaum, Nancy Landon",R,KS,0.46,1994,0.34
